Word,Rank,Frequency
winnowed,4518,1
"reuolution,",4519,1
grasped,4520,1
voyage;,4521,1
"policie,",4522,1
"crimefull,",4523,1
minde.,4524,1
colleagued,4525,1
streetes,4526,1
agreeing:,4527,1
inroll'd,4528,1
(by,4529,1
"sutes,",4530,1
counterfet,4531,1
forraigne,4532,1
cal'd,4533,1
sollemne,4534,1
wrangle.,4535,1
battaile?,4536,1
sanctity,4537,1
mony,4538,1
pressure.,4539,1
moneth?,4540,1
assis,4541,1
"packet,",4542,1
accoutred,4543,1
trauaile?,4544,1
dugge,4545,1
prologue.,4546,1
seeing:,4547,1
"shores,",4548,1
murther?,4549,1
iester,4550,1
robustious,4551,1
bounds:,4552,1
expectansie,4553,1
vseth,4554,1
mourne,4555,1
"esile,",4556,1
volly,4557,1
saw?,4558,1
laught,4559,1
complie,4560,1
vnsmirched,4561,1
swaggering,4562,1
"impatient,",4563,1
vnhand,4564,1
tapor,4565,1
enterred,4566,1
conuerse;,4567,1
crowner,4568,1
marching:,4569,1
kibe.,4570,1
calues,4571,1
contagious,4572,1
mercy,4573,1
motion:,4574,1
day!,4575,1
"gibbe,",4576,1
laine,4577,1
fals.,4578,1
grounds,4579,1
vnyoake,4580,1
"betimes,",4581,1
entreat,4582,1
"killing,",4583,1
"fearefull,",4584,1
reputed:,4585,1
vniuersall,4586,1
digest,4587,1
couert,4588,1
reuels,4589,1
houre;,4590,1
ordenance,4591,1
"blow,",4592,1
"playes,",4593,1
moones,4594,1
"greetings,",4595,1
actiuely,4596,1
ring.,4597,1
"birth,",4598,1
vpper,4599,1
"marke,",4600,1
"incertaine,",4601,1
plac'd,4602,1
innouation?,4603,1
"anckle,",4604,1
afterwards:,4605,1
determine,4606,1
graues,4607,1
"praetors,",4608,1
"arbors,",4609,1
health:,4610,1
"newes,",4611,1
"assur'd,",4612,1
"figures,",4613,1
free-footed,4614,1
"disappointed,",4615,1
"patricke,",4616,1
solicited.,4617,1
lambe,4618,1
liquor.,4619,1
instrument?,4620,1
"smooth,",4621,1
"vpshot,",4622,1
"horses,",4623,1
kist,4624,1
gone:,4625,1
"tyrannous,",4626,1
estate:,4627,1
testament,4628,1
theater,4629,1
hourely,4630,1
grey,4631,1
"staines,",4632,1
ears:,4633,1
"parchment,",4634,1
expect,4635,1
faire;,4636,1
protests,4637,1
receiues,4638,1
poysons,4639,1
frenchman,4640,1
"vnhouzzled,",4641,1
a-while?,4642,1
harping,4643,1
"father'd,",4644,1
gawdie:,4645,1
"safe,",4646,1
demanded,4647,1
adams,4648,1
"busie,",4649,1
vnnerued,4650,1
exits.,4651,1
lawlesse,4652,1
feare;,4653,1
"scull,",4654,1
mixt,4655,1
grasse,4656,1
hunters,4657,1
abstinence.,4658,1
"ship-wrights,",4659,1
compound,4660,1
poysoner,4661,1
vnreclaim'd,4662,1
proceed?,4663,1
"fault,",4664,1
stroke,4665,1
"tremble,",4666,1
permission),4667,1
tribute:,4668,1
enfranchisement,4669,1
dash,4670,1
ioyntly,4671,1
wrote?,4672,1
"wisedome,",4673,1
"faculties,",4674,1
sirs:,4675,1
lightest,4676,1
diuided,4677,1
lucillius.,4678,1
foresaid,4679,1
did;,4680,1
pronouncing,4681,1
false:,4682,1
"alarme,",4683,1
hill:,4684,1
bed.,4685,1
cherube,4686,1
troubles,4687,1
pins,4688,1
bankes,4689,1
opposites,4690,1
discouery,4691,1
"nettles,",4692,1
distilment;,4693,1
"willes,",4694,1
"humble,",4695,1
"nero,",4696,1
timbred,4697,1
surge,4698,1
chopt,4699,1
sayst,4700,1
measure?,4701,1
haires,4702,1
"stole,",4703,1
anothers,4704,1
wormwood,4705,1
swore,4706,1
lying:,4707,1
aule:,4708,1
chace.,4709,1
cymber:,4710,1
somewhat,4711,1
leaps,4712,1
"dardanius,",4713,1
looking,4714,1
taints,4715,1
enough:,4716,1
rant,4717,1
banquetting,4718,1
beget,4719,1
appliance,4720,1
deuise,4721,1
swallow'd,4722,1
"speedier,",4723,1
mornings,4724,1
dispos'd,4725,1
ancient,4726,1
obseruation,4727,1
custome?,4728,1
stoope,4729,1
kindnesse.,4730,1
idle.,4731,1
portall.,4732,1
fellow:,4733,1
due,4734,1
sighes.,4735,1
benefit,4736,1
rowe,4737,1
monarkes,4738,1
'em.,4739,1
ice.,4740,1
exigent,4741,1
"merrie,",4742,1
flights,4743,1
"strewments,",4744,1
meditates,4745,1
monthes,4746,1
night-gowne.,4747,1
forthwith,4748,1
sodainly,4749,1
better?,4750,1
fall.,4751,1
knockt,4752,1
nobly,4753,1
"merrily,",4754,1
"marcellus,",4755,1
powers,4756,1
limbe,4757,1
darke,4758,1
sleepe?,4759,1
breaths,4760,1
hoe:,4761,1
enemy.,4762,1
lepidus?,4763,1
sounds,4764,1
comes.,4765,1
lift,4766,1
felicitie,4767,1
imaginations,4768,1
"bulke,",4769,1
"hopes,",4770,1
scolding,4771,1
"tributary,",4772,1
imminent.,4773,1
"pyrrhus,",4774,1
waspish,4775,1
abhorred,4776,1
imbark't;,4777,1
"carrions,",4778,1
ranging,4779,1
pipe,4780,1
"conceit,",4781,1
strato.,4782,1
sland'rous,4783,1
valour:,4784,1
answere:,4785,1
foolery;,4786,1
disturbed,4787,1
beauteous,4788,1
substance,4789,1
corruption;,4790,1
asleepe?,4791,1
ceremonies:,4792,1
breast:,4793,1
readinesse,4794,1
bent;,4795,1
borrowing,4796,1
vengeance,4797,1
ague,4798,1
"hounds,",4799,1
knocke.,4800,1
nasty,4801,1
barre,4802,1
polonius?,4803,1
songs?,4804,1
sworne,4805,1
holding,4806,1
abridgements,4807,1
"genius,",4808,1
riuer,4809,1
vnpegge,4810,1
theme.,4811,1
"divulging,",4812,1
prodigies,4813,1
discouered,4814,1
enact,4815,1
semblance,4816,1
conuenience,4817,1
humour.,4818,1
bin?,4819,1
spare,4820,1
puppets,4821,1
annuall,4822,1
feeding,4823,1
word?,4824,1
resort,4825,1
skie,4826,1
assistant;,4827,1
weaker,4828,1
finger'd,4829,1
smear'd,4830,1
friend?,4831,1
laertes:,4832,1
postscript,4833,1
"pittie,",4834,1
animals;,4835,1
speech:,4836,1
roses,4837,1
"secret,",4838,1
indentures?,4839,1
seneca,4840,1
true-loue,4841,1
dig'd;,4842,1
earth.,4843,1
orchard.,4844,1
beautified,4845,1
freeze,4846,1
howsoeuer,4847,1
theft.,4848,1
gentlemen:,4849,1
drops:,4850,1
qualifies,4851,1
sticke:,4852,1
fear,4853,1
shall:,4854,1
melt,4855,1
marriages.,4856,1
denies,4857,1
rage,4858,1
obstinate,4859,1
danke,4860,1
"early,",4861,1
seruant,4862,1
fantasie:,4863,1
find'st,4864,1
horson,4865,1
carowses,4866,1
"breathlesse,",4867,1
light.,4868,1
sindging,4869,1
funerals,4870,1
moe,4871,1
venom'd,4872,1
worke?,4873,1
ayde:,4874,1
"beauty,",4875,1
oare,4876,1
vnkinde.,4877,1
knaue.,4878,1
buried:,4879,1
charges,4880,1
"moneth,",4881,1
star'd,4882,1
"teare,",4883,1
plye,4884,1
pearle,4885,1
portentous,4886,1
"gentle,",4887,1
"blazes,",4888,1
firmament.,4889,1
dire,4890,1
sanitie,4891,1
qualitie;,4892,1
smels,4893,1
coniuring,4894,1
browes,4895,1
song.,4896,1
"tediousnesse,",4897,1
recounts,4898,1
"bitter,",4899,1
lenton,4900,1
imperfections,4901,1
coffin,4902,1
mortified,4903,1
"withdraw,",4904,1
stranger,4905,1
iowles,4906,1
"stands,",4907,1
"requiem,",4908,1
reuerence.,4909,1
birth-day:,4910,1
"study,",4911,1
mazard,4912,1
"releeued,",4913,1
wish'd.,4914,1
greet,4915,1
"insisted,",4916,1
"richer,",4917,1
"rout,",4918,1
death;,4919,1
setled,4920,1
"haply,",4921,1
oddes:,4922,1
assaies,4923,1
iuyce,4924,1
gracious;,4925,1
vouch,4926,1
when?,4927,1
"soliciting,",4928,1
crowd,4929,1
bosome.,4930,1
"bee,",4931,1
knot,4932,1
"north,",4933,1
vnkindnesse,4934,1
damne,4935,1
neither;,4936,1
nod,4937,1
satisfaction.,4938,1
dotes,4939,1
"lou'd,",4940,1
possession,4941,1
knowest,4942,1
intruding,4943,1
"rashly,",4944,1
shoo?,4945,1
wrongs:,4946,1
tarre,4947,1
cutpurse,4948,1
"thunder,",4949,1
cauerne,4950,1
"wantonnesse,",4951,1
pardon'd,4952,1
stares?,4953,1
kerchiefe?,4954,1
mantle,4955,1
follow;,4956,1
radiant,4957,1
gray,4958,1
wilfully,4959,1
longed,4960,1
"sutors,",4961,1
"bloudie,",4962,1
opposite,4963,1
deny'de,4964,1
purg'd,4965,1
borrowed,4966,1
intend,4967,1
sliuer,4968,1
greene:,4969,1
youthfull,4970,1
crawling,4971,1
hell?,4972,1
mouthes,4973,1
familiar,4974,1
cauiarie,4975,1
gon,4976,1
"fighting,",4977,1
deluer,4978,1
"lazar-like,",4979,1
til,4980,1
vneffectuall,4981,1
"runne,",4982,1
"vowes,",4983,1
herod.,4984,1
forth;,4985,1
meditating,4986,1
noise:,4987,1
"normandy,",4988,1
"thunders,",4989,1
deiect,4990,1
cursing,4991,1
limbes:,4992,1
gentler,4993,1
pittifull:,4994,1
lawfull,4995,1
chidden,4996,1
rashnesse,4997,1
sonnet,4998,1
supporting,4999,1
protester:,5000,1
danish;,5001,1
found.,5002,1
"choyse,",5003,1
stung,5004,1
diligence,5005,1
lyest,5006,1
"wrong'd,",5007,1
reputation,5008,1
closely,5009,1
"cryed,",5010,1
repast,5011,1
knocking,5012,1
combined,5013,1
beg,5014,1
perturbed,5015,1
himselfe:,5016,1
birth:,5017,1
on:),5018,1
land.,5019,1
imploy,5020,1
fortie,5021,1
compell,5022,1
"drachmaes,",5023,1
conditions,5024,1
clownes.,5025,1
"corpes,",5026,1
runs,5027,1
barke:,5028,1
rabble,5029,1
buzze,5030,1
scuffling,5031,1
(friends),5032,1
receiuest,5033,1
cautell,5034,1
different,5035,1
sallets,5036,1
"a-dreames,",5037,1
cautelous,5038,1
deceiu'd,5039,1
proues,5040,1
circumstances,5041,1
person,5042,1
eyes:,5043,1
while.,5044,1
moone,5045,1
interpose,5046,1
selfe-same,5047,1
aloofe:,5048,1
suck'd,5049,1
"sicke,",5050,1
vnmannerly,5051,1
varnish,5052,1
cyclops,5053,1
vnsatisfied,5054,1
indifferently,5055,1
courtesie,5056,1
"iron,",5057,1
"reconcilement,",5058,1
weigh'd,5059,1
somnet,5060,1
mellow,5061,1
"accident,",5062,1
mysterie;,5063,1
lamented,5064,1
ashamed,5065,1
beast.,5066,1
back.,5067,1
flowers.,5068,1
tarrying,5069,1
flaggon,5070,1
shouting,5071,1
abilitie,5072,1
impotent,5073,1
"needs,",5074,1
peake,5075,1
"affaire,",5076,1
beat,5077,1
empire,5078,1
touch'd,5079,1
defeats,5080,1
simple,5081,1
neighbor,5082,1
doth;,5083,1
weapons,5084,1
apprehensiue;,5085,1
"woer,",5086,1
"lust,",5087,1
"right,",5088,1
fright,5089,1
husbands.,5090,1
chew,5091,1
blush,5092,1
fauours:,5093,1
concaue,5094,1
"perform'd,",5095,1
"straine,",5096,1
"honour,",5097,1
vantage.,5098,1
bondman?,5099,1
gen.,5100,1
neerer.,5101,1
matrons,5102,1
top:,5103,1
fortified,5104,1
deserued,5105,1
frend:,5106,1
bray,5107,1
iealous,5108,1
"death-bed,",5109,1
space;,5110,1
"yorick,",5111,1
dayly,5112,1
batchellor?,5113,1
"license,",5114,1
"fountaine,",5115,1
"cornelius,",5116,1
"moneths,",5117,1
"troy,",5118,1
"extenuated,",5119,1
was:,5120,1
accents,5121,1
"where,",5122,1
customary,5123,1
with-holds,5124,1
water.,5125,1
dish:,5126,1
valentine.,5127,1
wildenesse:,5128,1
redeliuer,5129,1
slings,5130,1
spokes,5131,1
readie,5132,1
fretfull,5133,1
"imagination,",5134,1
"purport,",5135,1
lockes,5136,1
armies,5137,1
la.,5138,1
vnbated,5139,1
life's,5140,1
mine),5141,1
"glasses,",5142,1
"crown,",5143,1
other;,5144,1
"assembly,",5145,1
scorning,5146,1
"mistooke,",5147,1
(her,5148,1
feare-surprized,5149,1
cases?,5150,1
"shewes,",5151,1
breadth,5152,1
"broke,",5153,1
heereafter,5154,1
frowningly?,5155,1
thin,5156,1
shamefull,5157,1
men),5158,1
captiuitie,5159,1
dum,5160,1
buriall;,5161,1
pickhaxe,5162,1
glow-worme,5163,1
"'twere,",5164,1
helpe;,5165,1
tribute,5166,1
iealousie:,5167,1
steele:,5168,1
office,5169,1
borne:,5170,1
carriages?,5171,1
gaine,5172,1
dinner,5173,1
greeu'd,5174,1
"mans,",5175,1
remembraunce.,5176,1
"tunes,",5177,1
"fast,",5178,1
doctor:,5179,1
"turfe,",5180,1
venom,5181,1
beleeue;,5182,1
enemies:,5183,1
ranke.,5184,1
bakers,5185,1
hony-heauy-dew,5186,1
choak'd,5187,1
infirmities;,5188,1
seest,5189,1
ponderous,5190,1
"loads,",5191,1
kindles,5192,1
fill:,5193,1
corner,5194,1
"dominions,",5195,1
desirous,5196,1
yeelding,5197,1
worse:,5198,1
cuffes,5199,1
sawcie,5200,1
"report,",5201,1
greenly,5202,1
"fencing,",5203,1
bright,5204,1
scarse,5205,1
soothsayer:,5206,1
"prince,",5207,1
minutes,5208,1
"fell,",5209,1
"euill,",5210,1
punisht,5211,1
bended,5212,1
hoping,5213,1
working:,5214,1
sinke.,5215,1
encountred.,5216,1
"yases,",5217,1
spoken,5218,1
brooch,5219,1
weight,5220,1
sex,5221,1
streetes;,5222,1
slaying,5223,1
wed.,5224,1
"prisoner,",5225,1
"natiue,",5226,1
thrice?,5227,1
ioyne,5228,1
tickled,5229,1
rabblement,5230,1
"praise,",5231,1
me),5232,1
moore?,5233,1
looser,5234,1
"broakers,",5235,1
bloude;,5236,1
vienna:,5237,1
caution:,5238,1
heyres,5239,1
feauer,5240,1
voyce:,5241,1
censure;,5242,1
vppon,5243,1
heate;,5244,1
"bath'd,",5245,1
"fiers,",5246,1
further?,5247,1
proofe.,5248,1
furnish,5249,1
replies,5250,1
despight,5251,1
denmark,5252,1
"purse,",5253,1
beauties,5254,1
"dropt,",5255,1
clemencie:,5256,1
snow,5257,1
chose,5258,1
married.,5259,1
hopes,5260,1
impious,5261,1
louingly;,5262,1
"stage,",5263,1
afear'd,5264,1
grace;,5265,1
little.,5266,1
graces.,5267,1
bent.,5268,1
vnknowne;,5269,1
wasted,5270,1
naughty,5271,1
sleeke-headed,5272,1
bending,5273,1
walke.,5274,1
beguile.,5275,1
"or,",5276,1
strict,5277,1
select,5278,1
fuller,5279,1
brazon,5280,1
incompast,5281,1
"statutes,",5282,1
sundaies:,5283,1
rome:,5284,1
length.,5285,1
arguing,5286,1
cap.,5287,1
children.,5288,1
"spaine,",5289,1
important,5290,1
"added,",5291,1
"sallery,",5292,1
vnknowne?,5293,1
tharsus,5294,1
compounded,5295,1
tertia,5296,1
"murderer,",5297,1
scarsely,5298,1
"bat,",5299,1
man;,5300,1
"strong,",5301,1
vnkindest,5302,1
ancestors;,5303,1
"pioner,",5304,1
shadowes:,5305,1
muffling,5306,1
indeauour,5307,1
current,5308,1
exchange,5309,1
"ostentation,",5310,1
cicero?,5311,1
capeable,5312,1
slander,5313,1
wilde;,5314,1
broke,5315,1
childe:,5316,1
"bad,",5317,1
"ferret,",5318,1
"spight,",5319,1
tempted,5320,1
"comutuall,",5321,1
lamound,5322,1
sets,5323,1
rewards,5324,1
faile,5325,1
index,5326,1
barnardo?,5327,1
toe?,5328,1
sober,5329,1
innocent,5330,1
"iaw,",5331,1
"fatall,",5332,1
"dreames,",5333,1
obsequies,5334,1
"amities,",5335,1
"die,",5336,1
deuis'd,5337,1
mender,5338,1
thankes;,5339,1
"adaies,",5340,1
"kin,",5341,1
enioy,5342,1
dyest,5343,1
figure,5344,1
woman!,5345,1
"drumme,",5346,1
dy,5347,1
o'that?,5348,1
wisht,5349,1
displeas'd,5350,1
"desart,",5351,1
"ly,",5352,1
"a-worke,",5353,1
"friendship,",5354,1
"exactly,",5355,1
built,5356,1
tent:,5357,1
world!,5358,1
(o,5359,1
lights.,5360,1
thether,5361,1
torrent,5362,1
mock'd,5363,1
ayre-lesse,5364,1
prophesie,5365,1
pleasant,5366,1
"pox,",5367,1
sonnes,5368,1
"howted,",5369,1
"taught,",5370,1
peace-parted,5371,1
sonne.,5372,1
approue,5373,1
region.,5374,1
"hoo,",5375,1
"behinde,",5376,1
slaughters,5377,1
re-word:,5378,1
ayres,5379,1
clowds,5380,1
"christians,",5381,1
losses,5382,1
wombe,5383,1
shouted,5384,1
gods:,5385,1
attendant,5386,1
hurle,5387,1
gentleman?,5388,1
resolue,5389,1
reserue,5390,1
sennit.,5391,1
adieu.,5392,1
elders,5393,1
stab'd,5394,1
reares,5395,1
necessaries,5396,1
calphurnia.,5397,1
sweare.,5398,1
recklesse,5399,1
"louers,",5400,1
"meditation,",5401,1
lesser,5402,1
"hypocrite,",5403,1
"rul'd,",5404,1
claimes,5405,1
flat,5406,1
sometimes?,5407,1
parley,5408,1
"streete,",5409,1
worne.,5410,1
crib,5411,1
drumme,5412,1
sterne,5413,1
twaine,5414,1
hiperion,5415,1
chances,5416,1
ruine.,5417,1
dislike,5418,1
vndertake,5419,1
mak'st,5420,1
"peepe,",5421,1
heyre,5422,1
"addition,",5423,1
"distracted,",5424,1
bestow'd,5425,1
warres,5426,1
hawke,5427,1
cressant,5428,1
soales,5429,1
conclusions,5430,1
"paradox,",5431,1
"partiall,",5432,1
tragicall-comicall-historicall-pastorall:,5433,1
countrey?,5434,1
"taste,",5435,1
pastorall:,5436,1
content.,5437,1
hindges,5438,1
al.,5439,1
tether,5440,1
downe:,5441,1
accounted,5442,1
"allowance,",5443,1
prosperously,5444,1
wherfore,5445,1
much;,5446,1
roate,5447,1
tremble.,5448,1
weares,5449,1
fearfull,5450,1
brute?,5451,1
praising,5452,1
"ban,",5453,1
"difference,",5454,1
transforme,5455,1
liuing.,5456,1
desir'd,5457,1
repeale,5458,1
fantasie?,5459,1
bethought:,5460,1
interpret,5461,1
older,5462,1
brutus!,5463,1
discard,5464,1
virgin,5465,1
gain-giuing,5466,1
fatter;,5467,1
monument:,5468,1
shooes:,5469,1
validitie:,5470,1
"infected,",5471,1
princes,5472,1
"bankes,",5473,1
fie:,5474,1
"tune,",5475,1
dirt?,5476,1
cannoneer,5477,1
winch:,5478,1
reach,5479,1
knockes,5480,1
villaine;,5481,1
quietly,5482,1
streets;,5483,1
parching,5484,1
alone;,5485,1
labio,5486,1
italian.,5487,1
prisoner,5488,1
hoe?,5489,1
pollonius?,5490,1
foote:,5491,1
ordered,5492,1
"voyces,",5493,1
goodman,5494,1
resting,5495,1
death!,5496,1
prenominate,5497,1
requite,5498,1
tragicall-historicall:,5499,1
heraldry,5500,1
rites?,5501,1
protest,5502,1
admittance,5503,1
scarffes,5504,1
thankes?,5505,1
limitation?,5506,1
conqueror:,5507,1
confusion:,5508,1
madnesse?,5509,1
deceitfull,5510,1
benetted,5511,1
oppression,5512,1
lookes.,5513,1
drinke;,5514,1
landlesse,5515,1
pardon't,5516,1
raine,5517,1
"ducate,",5518,1
"intend,",5519,1
behauiours:,5520,1
tyrants,5521,1
tenants,5522,1
iumpe,5523,1
forgetting,5524,1
bar'd,5525,1
"error,",5526,1
"flints,",5527,1
difference.,5528,1
(caska),5529,1
rights,5530,1
"nimph,",5531,1
earth?,5532,1
husbandry.,5533,1
consent.,5534,1
rascall,5535,1
pulling,5536,1
acquaint,5537,1
smell,5538,1
sleepy,5539,1
loues;,5540,1
deuoutly,5541,1
knaue?,5542,1
iudgements,5543,1
partly,5544,1
fear'd,5545,1
oath:,5546,1
(in,5547,1
"neuer,",5548,1
"iawes,",5549,1
tardy,5550,1
dreame;,5551,1
slewe,5552,1
"hoby-horsse,",5553,1
cou'nant,5554,1
"defence,",5555,1
"colours,",5556,1
"quarelling,",5557,1
"feede,",5558,1
"answered,",5559,1
thicker,5560,1
dismantled,5561,1
(lawful,5562,1
sworne:,5563,1
not'st,5564,1
captaines,5565,1
"brothell,",5566,1
gender,5567,1
"rub,",5568,1
"disease,",5569,1
batchellour?,5570,1
"murthers,",5571,1
desire.,5572,1
reforme,5573,1
"crimes,",5574,1
stalkes,5575,1
"exceedingly,",5576,1
vaine,5577,1
builde,5578,1
famous,5579,1
robe,5580,1
"mars,",5581,1
scratcht,5582,1
payes,5583,1
am.,5584,1
"sacrificers,",5585,1
relieu'd,5586,1
two-fold,5587,1
lyon,5588,1
"poysoner,",5589,1
belou'd,5590,1
"raues,",5591,1
associates,5592,1
"performance,",5593,1
"yeeres,",5594,1
adoption,5595,1
feare?,5596,1
appeas'd,5597,1
finger,5598,1
matters?,5599,1
stale,5600,1
abuse,5601,1
searching,5602,1
thicke.,5603,1
twaine.,5604,1
entreatments,5605,1
wrinkled;,5606,1
sheath,5607,1
waxes,5608,1
murderers.,5609,1
"alreadie,",5610,1
strange:,5611,1
"couer'd,",5612,1
"bend,",5613,1
minds.,5614,1
warrant:,5615,1
secrets?,5616,1
duties,5617,1
"sustaine,",5618,1
blackest,5619,1
learning:,5620,1
opening,5621,1
childe,5622,1
god!,5623,1
driuen,5624,1
lyable,5625,1
"funerall,",5626,1
why?,5627,1
saw't,5628,1
"clowds,",5629,1
"poore,",5630,1
obseruance.,5631,1
"strange,",5632,1
indirection.,5633,1
limed,5634,1
formost,5635,1
deed?,5636,1
"stocke,",5637,1
"wish,",5638,1
euening,5639,1
bond-man,5640,1
clouds:,5641,1
ouerthrowne,5642,1
slaughter.,5643,1
"adiew,",5644,1
senate.,5645,1
aueng'd;,5646,1
"free-man,",5647,1
last.,5648,1
"nods,",5649,1
temp'red,5650,1
flint,5651,1
sorrowes,5652,1
snatches,5653,1
"deaths,",5654,1
hop'd,5655,1
merry;,5656,1
"wards,",5657,1
bunghole,5658,1
orewhelm,5659,1
tryall,5660,1
vertues,5661,1
"seales,",5662,1
philosophy,5663,1
stomackes.,5664,1
attempt,5665,1
certaine:,5666,1
commended,5667,1
stye,5668,1
reechie,5669,1
"garbe,",5670,1
"praier,",5671,1
affabilitie:,5672,1
to't,5673,1
ambition.,5674,1
beating,5675,1
bribes,5676,1
stythe.,5677,1
whirle-winde,5678,1
smil'd,5679,1
contaminate,5680,1
ripe,5681,1
(things,5682,1
"crests,",5683,1
enclosed,5684,1
stab,5685,1
"friendly,",5686,1
fennell,5687,1
break'st,5688,1
prophesie.,5689,1
soule?,5690,1
chronicles,5691,1
greatnesse,5692,1
"cap,",5693,1
exercise;,5694,1
"pe,",5695,1
drawne,5696,1
"chance,",5697,1
buy'ye:,5698,1
councell;,5699,1
eruptions,5700,1
"daughters,",5701,1
illes,5702,1
breeder,5703,1
pestilence,5704,1
others.,5705,1
stones,5706,1
"defectiue,",5707,1
catching,5708,1
"try,",5709,1
"distrust,",5710,1
mine;,5711,1
drawing,5712,1
bee.,5713,1
asham'd,5714,1
desire:,5715,1
enseamed,5716,1
came.,5717,1
"paddocke,",5718,1
squeale,5719,1
"iust,",5720,1
diuers,5721,1
"lodg'd,",5722,1
"natures,",5723,1
"malicho,",5724,1
lunacies,5725,1
"campe,",5726,1
payed,5727,1
"basket,",5728,1
camelions,5729,1
dicers,5730,1
deaths,5731,1
surgeon,5732,1
lads:,5733,1
liefe,5734,1
strike?,5735,1
tropically:,5736,1
"carnall,",5737,1
car.,5738,1
"poniards,",5739,1
kil'd,5740,1
figure?,5741,1
"couchings,",5742,1
crownes,5743,1
endure.,5744,1
"familiar,",5745,1
claudius,5746,1
"rosincrane,",5747,1
leather,5748,1
describ'd,5749,1
torches,5750,1
"boughes,",5751,1
i.,5752,1
newtrall,5753,1
feare.,5754,1
play's,5755,1
"vniuersity,",5756,1
taint,5757,1
dogges,5758,1
sauage,5759,1
hangs,5760,1
tetter,5761,1
on't.,5762,1
implorators,5763,1
pollax,5764,1
infect,5765,1
"kild,",5766,1
strick'd,5767,1
pernicious,5768,1
mee;,5769,1
woe:,5770,1
breake:,5771,1
fardles,5772,1
honest?,5773,1
pella,5774,1
leuell,5775,1
"bawd,",5776,1
adde,5777,1
wore,5778,1
can'st,5779,1
depriue,5780,1
strumpet.,5781,1
thinke),5782,1
trip,5783,1
vntouch'd,5784,1
"cowardly,",5785,1
last:,5786,1
amazement,5787,1
"ends,",5788,1
"think,",5789,1
teeth;,5790,1
"peece,",5791,1
"fulfill'd,",5792,1
climb'd,5793,1
new-planted,5794,1
paid,5795,1
men:,5796,1
preuayl'd,5797,1
vnwholsome,5798,1
coach:,5799,1
"feete,",5800,1
eyther,5801,1
"compulsatiue,",5802,1
eies.,5803,1
"stop,",5804,1
attended;,5805,1
portraiture,5806,1
courses,5807,1
holyday,5808,1
lords.,5809,1
comma,5810,1
indued,5811,1
asking,5812,1
stiffely,5813,1
iustice?,5814,1
drown'd?,5815,1
pierce,5816,1
"roar'd,",5817,1
sooth,5818,1
place.,5819,1
darts,5820,1
directions,5821,1
"grapple,",5822,1
"link'd,",5823,1
"image,",5824,1
"million,",5825,1
humours,5826,1
humor,5827,1
denmarks,5828,1
audience.,5829,1
antonio's,5830,1
bites,5831,1
charge.,5832,1
deepely,5833,1
"iustice,",5834,1
"stretcht,",5835,1
hits;,5836,1
grand,5837,1
city?,5838,1
helpes,5839,1
ore-crowes,5840,1
right.,5841,1
moou'd:,5842,1
inuites,5843,1
"reply,",5844,1
"train'd,",5845,1
respeaking,5846,1
wel-beloued,5847,1
stricken,5848,1
may.,5849,1
rule?,5850,1
tweakes,5851,1
kinde;,5852,1
sake?,5853,1
are:,5854,1
iigge-maker:,5855,1
sorts,5856,1
deeme,5857,1
gyues,5858,1
"kinde,",5859,1
twentie,5860,1
repute,5861,1
depriu'd,5862,1
"doore,",5863,1
coniectures,5864,1
wrought,5865,1
"saies,",5866,1
"table-booke,",5867,1
springes,5868,1
"stoope,",5869,1
monday,5870,1
conueyances,5871,1
lookes;,5872,1
could'st,5873,1
"deeds,",5874,1
long;,5875,1
passes,5876,1
"preuent,",5877,1
fierie,5878,1
"harlot,",5879,1
dowrie.,5880,1
cut:,5881,1
stone.,5882,1
horrible:,5883,1
"waxes,",5884,1
"steeds,",5885,1
was.,5886,1
polake,5887,1
officers,5888,1
husband.,5889,1
sparrow.,5890,1
cleane,5891,1
"rood,",5892,1
obseru'd,5893,1
affection:,5894,1
"lockt,",5895,1
beckons,5896,1
redder,5897,1
"heate,",5898,1
clossets,5899,1
"apron,",5900,1
basest,5901,1
"yee,",5902,1
shrewdly,5903,1
"beating,",5904,1
swear't,5905,1
"hearse,",5906,1
"vnfortified,",5907,1
lena?,5908,1
truly:,5909,1
stare?,5910,1
slumber!,5911,1
month?,5912,1
impotence,5913,1
"vttermost,",5914,1
smooth,5915,1
"horrible,",5916,1
"peebles,",5917,1
"gauntlets,",5918,1
quilles,5919,1
colaterall,5920,1
sauory;,5921,1
"freely,",5922,1
sergeant,5923,1
pratlings,5924,1
"apace,",5925,1
loues?,5926,1
"ayme,",5927,1
dipt,5928,1
cymber?,5929,1
"collection,",5930,1
bonny,5931,1
vesture,5932,1
knight,5933,1
"angell,",5934,1
disclaiming,5935,1
notice,5936,1
porch:,5937,1
addrest:,5938,1
make.,5939,1
"little,",5940,1
"smoake,",5941,1
"mortall,",5942,1
"compact,",5943,1
"others,",5944,1
"ignorant,",5945,1
gently,5946,1
"hauocke,",5947,1
iibes,5948,1
"drawes,",5949,1
danskers,5950,1
worthier,5951,1
"low-crooked-curtsies,",5952,1
showting?,5953,1
brauery,5954,1
els?,5955,1
fac'd,5956,1
"seeme,",5957,1
modesties,5958,1
bewept,5959,1
nill,5960,1
tut,5961,1
wonders,5962,1
"knock'd,",5963,1
"egge,",5964,1
morrow.,5965,1
"annexment,",5966,1
