Word,Rank,Frequency
contend,5967,1
processe.,5968,1
ophelia:,5969,1
muddy,5970,1
harlot,5971,1
subiect:,5972,1
commoners.,5973,1
2.ple.,5974,1
"organe,",5975,1
story:,5976,1
defect;,5977,1
pangs,5978,1
tributaries,5979,1
"graues,",5980,1
purpled,5981,1
banished:,5982,1
northerne,5983,1
libertine,5984,1
liberty.,5985,1
instrumentall,5986,1
"axe,",5987,1
iudge.,5988,1
"prison,",5989,1
coated,5990,1
behind,5991,1
began,5992,1
gestures,5993,1
"letcherous,",5994,1
plucking,5995,1
traueller,5996,1
"murdrous,",5997,1
"edge,",5998,1
"trespasse,",5999,1
vnrighteous,6000,1
"parts,",6001,1
"prodigies,",6002,1
conceptions,6003,1
encourag'd:,6004,1
cushions,6005,1
head;,6006,1
backe?,6007,1
months,6008,1
inclining?,6009,1
water;,6010,1
lash,6011,1
"motiue,",6012,1
dam,6013,1
flagons,6014,1
westward,6015,1
answerest,6016,1
"trophee,",6017,1
mildew'd,6018,1
blanket,6019,1
robbers:,6020,1
whor'd,6021,1
retentiue,6022,1
possest,6023,1
account,6024,1
"bosomes,",6025,1
"turn'd,",6026,1
o're-heare,6027,1
successiue,6028,1
tythe,6029,1
cell.,6030,1
chariest,6031,1
crying,6032,1
wold,6033,1
grones;,6034,1
annoying,6035,1
scripture,6036,1
guiltlesse,6037,1
packing:,6038,1
fight?,6039,1
braz'd,6040,1
prompted,6041,1
mooue,6042,1
doubt;,6043,1
cancell,6044,1
"promise-cramm'd,",6045,1
asse-,6046,1
gauled,6047,1
hore,6048,1
"hatch,",6049,1
afflict,6050,1
"lippes,",6051,1
fall;,6052,1
contraction,6053,1
vntyr'd,6054,1
times:,6055,1
parle,6056,1
reare,6057,1
sennet,6058,1
musick.,6059,1
gaming,6060,1
"thence,",6061,1
croaking,6062,1
"writings,",6063,1
"illo,",6064,1
player.,6065,1
knowe,6066,1
"shoote,",6067,1
"throne,",6068,1
chasticement,6069,1
tricks?,6070,1
vsuall,6071,1
fruites,6072,1
yeare:,6073,1
con'd,6074,1
honourable.,6075,1
switzers?,6076,1
clap't,6077,1
"dignity,",6078,1
absolute,6079,1
meerely.,6080,1
crash,6081,1
vnmaske,6082,1
"pace,",6083,1
"sweets,",6084,1
realme,6085,1
tother,6086,1
spundge,6087,1
"dishonor,",6088,1
visitation?,6089,1
containing,6090,1
ioynt:,6091,1
"frighted,",6092,1
sign'd,6093,1
bearing,6094,1
slip,6095,1
"maine,",6096,1
prais'd,6097,1
heaues,6098,1
god.,6099,1
bootlesse,6100,1
"times,",6101,1
murdering,6102,1
harshly,6103,1
prey;,6104,1
adores,6105,1
folded,6106,1
"wolfe,",6107,1
vs),6108,1
sings,6109,1
occurrents,6110,1
"wittenberg,",6111,1
clutch:,6112,1
"southerly,",6113,1
schollers,6114,1
mincing,6115,1
wash.,6116,1
match,6117,1
"oration,",6118,1
shriuing,6119,1
throughly,6120,1
"wash,",6121,1
"collected,",6122,1
"conference,",6123,1
"terrible,",6124,1
liberty;,6125,1
stealers,6126,1
gertrude.,6127,1
"moment,",6128,1
vnderlings.,6129,1
"apprehension,",6130,1
stare,6131,1
amisse,6132,1
disgest,6133,1
quicke:,6134,1
richest,6135,1
poem,6136,1
vncharge,6137,1
suruiuer,6138,1
"cride,",6139,1
"south,",6140,1
woodcocke,6141,1
vpon's:,6142,1
outward),6143,1
banke,6144,1
gins,6145,1
antony!,6146,1
"strawes,",6147,1
regarded,6148,1
"vpon't,",6149,1
sift,6150,1
ye.,6151,1
coffers,6152,1
pester,6153,1
mind;,6154,1
reme[m]ber:,6155,1
is),6156,1
enact?,6157,1
"tempests,",6158,1
mettle:,6159,1
certaintie,6160,1
lome,6161,1
empty,6162,1
singeth,6163,1
"sigh,",6164,1
heres,6165,1
say'st.,6166,1
"sheene,",6167,1
marr'd,6168,1
opposed,6169,1
"secrecie,",6170,1
forg'd,6171,1
bloud;,6172,1
descend?,6173,1
brim,6174,1
infus'd,6175,1
"paule,",6176,1
garbage.,6177,1
withal,6178,1
"dismall,",6179,1
propose,6180,1
wisely:,6181,1
agree:,6182,1
insert,6183,1
"bread,",6184,1
"countrey,",6185,1
comets,6186,1
furnish'd,6187,1
"messengers,",6188,1
"giues,",6189,1
hecats,6190,1
breuitie,6191,1
please;,6192,1
adioyn'd:,6193,1
space,6194,1
dropping,6195,1
powers.,6196,1
disposed,6197,1
gliding,6198,1
ignorance;,6199,1
strutted,6200,1
"offall,",6201,1
auoid,6202,1
rauell,6203,1
out-breake,6204,1
souldiours,6205,1
preparation,6206,1
"fly,",6207,1
stubbornnesse.,6208,1
temperately,6209,1
"leather,",6210,1
wheeles?,6211,1
plots,6212,1
betimes,6213,1
habite,6214,1
"augmented,",6215,1
"heart-ake,",6216,1
"excepted,",6217,1
"carde,",6218,1
"prostrate,",6219,1
voyce.,6220,1
consequence,6221,1
sancturize;,6222,1
lowd,6223,1
easterne,6224,1
friends),6225,1
neighbors,6226,1
mockery,6227,1
rosincrane;,6228,1
in),6229,1
"resolutes,",6230,1
shame!,6231,1
lightning.,6232,1
gumme:,6233,1
"plague,",6234,1
especial,6235,1
iocond,6236,1
soone.,6237,1
charractery,6238,1
men?,6239,1
wisedome:,6240,1
"betters,",6241,1
"instances,",6242,1
showts?,6243,1
tune:,6244,1
"youths,",6245,1
(thereto,6246,1
"food,",6247,1
lottery.,6248,1
thaw'd,6249,1
misgiuing,6250,1
pale:,6251,1
rayes,6252,1
iangled,6253,1
towring,6254,1
noble:,6255,1
ophelia;,6256,1
study,6257,1
wither'd,6258,1
obscurely,6259,1
booke.,6260,1
"colossus,",6261,1
benches,6262,1
compulsiue,6263,1
passages,6264,1
hatchment,6265,1
gorging,6266,1
state!,6267,1
depend,6268,1
"effect,",6269,1
loathsome,6270,1
watch.,6271,1
"arises,",6272,1
satyre:,6273,1
vnpregnant,6274,1
shell,6275,1
"shallowes,",6276,1
l[ord].,6277,1
beasts.,6278,1
handsaw.,6279,1
extremities:,6280,1
"invulnerable,",6281,1
pittie,6282,1
"courb,",6283,1
state),6284,1
scope:,6285,1
"determine,",6286,1
iouerney-men,6287,1
vexeth,6288,1
basket,6289,1
"proscriptions,",6290,1
"distinguish,",6291,1
awake:,6292,1
"moue,",6293,1
warie,6294,1
palme?,6295,1
wit,6296,1
auoyd),6297,1
disperse,6298,1
"fury,",6299,1
rots,6300,1
"grossely,",6301,1
courtier,6302,1
soldier,6303,1
bonet,6304,1
"lispe,",6305,1
"remember,",6306,1
possitiuely,6307,1
meddle,6308,1
thought-sicke,6309,1
sawes,6310,1
"tenures,",6311,1
"bound,",6312,1
"lupercall,",6313,1
rome-,6314,1
purse,6315,1
ambassadours,6316,1
"whit,",6317,1
alliance,6318,1
mischieuous;,6319,1
rusty?,6320,1
"tong,",6321,1
veyl'd,6322,1
wed:,6323,1
vnseene.,6324,1
neere?,6325,1
"thicke,",6326,1
became,6327,1
does:,6328,1
"opinions,",6329,1
"vndertakings,",6330,1
cobble,6331,1
burneth,6332,1
"vnfold,",6333,1
patient?,6334,1
plac't,6335,1
"holes,",6336,1
"ambassador,",6337,1
"thewes,",6338,1
"message,",6339,1
choller?,6340,1
"bees,",6341,1
"touch'd,",6342,1
reuisits,6343,1
quoted,6344,1
spectacle!,6345,1
"tender,",6346,1
stuffe,6347,1
grew,6348,1
"curre,",6349,1
songs;,6350,1
adheres.,6351,1
imitations.,6352,1
"greeted,",6353,1
"priam,",6354,1
faction,6355,1
dosen,6356,1
mechanicall),6357,1
"bonds,",6358,1
diuide,6359,1
belieue,6360,1
bride-bed,6361,1
cat,6362,1
"softly,",6363,1
"lodge,",6364,1
italy:,6365,1
"content,",6366,1
"grone,",6367,1
shooes,6368,1
"blasted,",6369,1
reads,6370,1
small,6371,1
o're-swaies,6372,1
smatch,6373,1
action;,6374,1
sentence,6375,1
"wild,",6376,1
"eaten,",6377,1
ouercome,6378,1
"how,",6379,1
bidding.,6380,1
guesse,6381,1
consorted,6382,1
deuices,6383,1
long:,6384,1
pardon.,6385,1
pons,6386,1
bargaine,6387,1
produce,6388,1
"detecting,",6389,1
appear,6390,1
nonce;,6391,1
aswell:,6392,1
mutiny:,6393,1
gorge,6394,1
enuiously,6395,1
trust,6396,1
"shent,",6397,1
euer;,6398,1
disrobe,6399,1
crouch,6400,1
cheefest,6401,1
diddest,6402,1
thunders,6403,1
checking,6404,1
patience.,6405,1
thirsty,6406,1
striking,6407,1
ignorant,6408,1
"hillo,",6409,1
wrote,6410,1
watcht,6411,1
"spies,",6412,1
contriuer.,6413,1
prophanely),6414,1
was't?,6415,1
masterly,6416,1
six,6417,1
instigations,6418,1
turke,6419,1
beard.,6420,1
haile:,6421,1
rightly,6422,1
emperor,6423,1
digested,6424,1
bee'st,6425,1
merriment,6426,1
remembrances,6427,1
"spoakes,",6428,1
weepe:,6429,1
practises,6430,1
tearmes,6431,1
ruines,6432,1
bakt-meats,6433,1
bloodie,6434,1
leige-men,6435,1
element:,6436,1
gamboll,6437,1
summons.,6438,1
pastors,6439,1
i'me,6440,1
"driuen,",6441,1
vlcerous,6442,1
"mirrors,",6443,1
accesse,6444,1
worthy;,6445,1
"lot,",6446,1
incontinencie;,6447,1
"neglect,",6448,1
seed:,6449,1
heroes,6450,1
pour'd,6451,1
skin,6452,1
vnkindely,6453,1
(among,6454,1
"remisse,",6455,1
hazards,6456,1
iot,6457,1
crimson'd,6458,1
willow,6459,1
slaues;,6460,1
cup.,6461,1
(being,6462,1
playd,6463,1
summes,6464,1
ask't,6465,1
loses,6466,1
"vouchers,",6467,1
"benefit,",6468,1
faults.,6469,1
"caesars,",6470,1
exprest,6471,1
words.,6472,1
walking,6473,1
"conceyu'd,",6474,1
flatterer.,6475,1
sirs.,6476,1
cunning.,6477,1
stretch,6478,1
"enuy,",6479,1
ar't,6480,1
infranchisement,6481,1
fellowship,6482,1
gods;,6483,1
cause.,6484,1
strikes,6485,1
pledge.,6486,1
conuersation,6487,1
supposall,6488,1
fooles?,6489,1
vnweeded,6490,1
trembled,6491,1
threat,6492,1
pound.,6493,1
beguile,6494,1
forestall,6495,1
roughly.,6496,1
lecture,6497,1
vigour,6498,1
greeues,6499,1
perusall,6500,1
"ignorance,",6501,1
comming?,6502,1
panders,6503,1
stemming,6504,1
birch,6505,1
"steep'd,",6506,1
et,6507,1
"ones,",6508,1
causes,6509,1
both:,6510,1
perform'd,6511,1
siluer,6512,1
"ours,",6513,1
"paconcies,",6514,1
reynoldo?,6515,1
"bondmen,",6516,1
lunacy,6517,1
absent),6518,1
demy-natur'd,6519,1
"shewne,",6520,1
labouring,6521,1
wart.,6522,1
traine;,6523,1
befalne?,6524,1
streame:,6525,1
mixture,6526,1
coagulate,6527,1
bloods,6528,1
meaning:,6529,1
sought,6530,1
incenses,6531,1
horat.,6532,1
tertius.,6533,1
vngentle,6534,1
"next,",6535,1
akers,6536,1
"amber,",6537,1
reading?,6538,1
"baudry,",6539,1
functions,6540,1
may;,6541,1
greekes.,6542,1
charge;,6543,1
debatement,6544,1
"treads,",6545,1
incapable,6546,1
synod,6547,1
remedie,6548,1
back,6549,1
plundge,6550,1
gentlenesse,6551,1
sufficeth,6552,1
crowne?,6553,1
obscure,6554,1
wandring,6555,1
descend,6556,1
beest,6557,1
"yawne,",6558,1
bodkin?,6559,1
ore-teamed,6560,1
dismember,6561,1
comply,6562,1
myraculous,6563,1
rough-hew,6564,1
iuggel'd,6565,1
"fauour,",6566,1
theater.,6567,1
clap,6568,1
"growes,",6569,1
laps't,6570,1
"flatterers,",6571,1
incenst?,6572,1
naturall:,6573,1
greeue;,6574,1
vndiscouered,6575,1
strikes.,6576,1
"resort,",6577,1
maruels,6578,1
gets,6579,1
volume,6580,1
bequeathing,6581,1
religious,6582,1
expend,6583,1
back'd,6584,1
ratifiers,6585,1
them),6586,1
flattery,6587,1
"processe,",6588,1
chaunted,6589,1
"dewes,",6590,1
"shippe,",6591,1
rome.,6592,1
"bellowed,",6593,1
ingrafted,6594,1
prouender.,6595,1
ioyn'd;,6596,1
elsonower:,6597,1
carrion-,6598,1
epitaph,6599,1
patch,6600,1
compare,6601,1
prouoke,6602,1
desires;,6603,1
layes,6604,1
gertrude?,6605,1
bearers,6606,1
consequence;,6607,1
women.,6608,1
rogue,6609,1
striue,6610,1
"sent,",6611,1
ioynt-labourer,6612,1
yesty,6613,1
probation,6614,1
"eterne,",6615,1
shrowding-sheete:,6616,1
ayry,6617,1
paiocke,6618,1
crooke,6619,1
faith.,6620,1
perfect,6621,1
execution,6622,1
humanity,6623,1
mouing,6624,1
know.,6625,1
domesticke,6626,1
"doubtfull,",6627,1
sake,6628,1
"glow,",6629,1
"tride,",6630,1
"started,",6631,1
humorous,6632,1
creation,6633,1
olympus?,6634,1
"conditions,",6635,1
"rogues,",6636,1
"mole,",6637,1
truant:,6638,1
moult,6639,1
maiestie.,6640,1
anon:,6641,1
key,6642,1
hee.,6643,1
annoint,6644,1
tapers.,6645,1
"number,",6646,1
churches,6647,1
miseries.,6648,1
lewdnesse,6649,1
mistris),6650,1
"force,",6651,1
remain'd,6652,1
ruffle,6653,1
easier,6654,1
"senate-house,",6655,1
sicknesse.,6656,1
bondmen,6657,1
student),6658,1
ministers,6659,1
ore-read,6660,1
coap'd,6661,1
dealt,6662,1
(ouer-peering,6663,1
warlicke,6664,1
"clothes,",6665,1
leysure:,6666,1
heads,6667,1
clamour,6668,1
crack'd,6669,1
vapours.,6670,1
euidence.,6671,1
collected,6672,1
hard;,6673,1
"driues,",6674,1
"sayd,",6675,1
"rogue,",6676,1
halfepeny;,6677,1
"sleeping,",6678,1
beleefe,6679,1
waxe.,6680,1
lord),6681,1
maid),6682,1
obiects,6683,1
lifted,6684,1
"dido,",6685,1
loud,6686,1
asunder,6687,1
from.,6688,1
"rages,",6689,1
"dutie,",6690,1
interim's,6691,1
sparke,6692,1
"foul'd,",6693,1
strong;,6694,1
"aboue,",6695,1
(first,6696,1
puft,6697,1
body?,6698,1
repell,6699,1
knottie,6700,1
submitting,6701,1
vncurrant,6702,1
mirrour,6703,1
(till,6704,1
caesar),6705,1
tradesmans,6706,1
saile;,6707,1
shoue,6708,1
fruite,6709,1
"reuels,",6710,1
consummation,6711,1
droppes,6712,1
earthly,6713,1
seru'd.,6714,1
martiall,6715,1
departed,6716,1
sutors,6717,1
hurling,6718,1
capitoll.,6719,1
affrighted,6720,1
"happinesse,",6721,1
wittemberge?,6722,1
"load,",6723,1
neptunes,6724,1
neyther:,6725,1
"israel,",6726,1
authorities,6727,1
calue-skinnes,6728,1
recorders:,6729,1
improue,6730,1
"tables,",6731,1
lucian.,6732,1
earth:,6733,1
"vnhatch't,",6734,1
marriage;,6735,1
saint,6736,1
"disioynt,",6737,1
generals,6738,1
repent,6739,1
conuoy,6740,1
resemble,6741,1
newes.,6742,1
world's,6743,1
iades,6744,1
vtmost,6745,1
superstitious,6746,1
beautifed,6747,1
"voyd,",6748,1
climber,6749,1
"zone,",6750,1
hides,6751,1
dagger:,6752,1
man:,6753,1
moderate,6754,1
tongue.,6755,1
"prayer,",6756,1
"stake,",6757,1
gustie,6758,1
"commings,",6759,1
hyes,6760,1
three-fold,6761,1
"heraulds,",6762,1
sweaty,6763,1
stooping,6764,1
blasts,6765,1
origin,6766,1
sere:,6767,1
great?,6768,1
"beggard,",6769,1
front,6770,1
villaines!,6771,1
"meales,",6772,1
appoint,6773,1
minded,6774,1
point;,6775,1
bout,6776,1
"writ,",6777,1
sirra:,6778,1
vnknowing,6779,1
whine;,6780,1
"sutor,",6781,1
reades,6782,1
spacious,6783,1
"videlicet,",6784,1
iigging,6785,1
2.sold.,6786,1
awake.,6787,1
receyuing,6788,1
cleare,6789,1
english,6790,1
courteous,6791,1
goes.,6792,1
grudge,6793,1
sides.,6794,1
processe,6795,1
shortens,6796,1
warm'd;,6797,1
city,6798,1
prettinesse,6799,1
sute,6800,1
may'st,6801,1
chopfalne?,6802,1
"darke,",6803,1
greeuously,6804,1
doe.,6805,1
"artimedorus,",6806,1
(i,6807,1
sake),6808,1
cocke.,6809,1
superuize,6810,1
crafty,6811,1
document,6812,1
weakenesse,6813,1
"royall,",6814,1
"trifle,",6815,1
sides,6816,1
propheticke,6817,1
"humour,",6818,1
lungs,6819,1
courage;,6820,1
whisper.,6821,1
sirs?,6822,1
"necessitie,",6823,1
boy),6824,1
befall.,6825,1
necessitie,6826,1
accuse,6827,1
first.,6828,1
seruants:,6829,1
cold?,6830,1
"expectation,",6831,1
"goose-quils,",6832,1
"ore-hanging,",6833,1
ligarius,6834,1
friends?,6835,1
death's,6836,1
sables.,6837,1
"long,",6838,1
generall:,6839,1
"co-mingled,",6840,1
thorny,6841,1
"conquests,",6842,1
requit,6843,1
"noone-day,",6844,1
dead?,6845,1
larger,6846,1
practice,6847,1
counter,6848,1
vnripe,6849,1
iealous:,6850,1
bought,6851,1
know;,6852,1
blossomes,6853,1
purer,6854,1
"trash,",6855,1
"vnder-goe,",6856,1
scorne,6857,1
folke,6858,1
"vanquisher,",6859,1
quick,6860,1
"sunne,",6861,1
"bace,",6862,1
"resolu'd,",6863,1
vnnumbred,6864,1
"weeke,",6865,1
lesson,6866,1
affayre,6867,1
sterrill,6868,1
theeues,6869,1
"hatch'd,",6870,1
intreaty,6871,1
tu,6872,1
o'reway,6873,1
maske,6874,1
valentines,6875,1
fast?,6876,1
dimme,6877,1
annoy,6878,1
hecuba?,6879,1
name;,6880,1
conference,6881,1
"cæsar,",6882,1
"intent,",6883,1
drowsily?,6884,1
bounteous.,6885,1
calphurnia?,6886,1
"reade,",6887,1
perceiued,6888,1
clapp'd,6889,1
stoop,6890,1
blason,6891,1
grandsire,6892,1
"tryall,",6893,1
vanisht,6894,1
enquire,6895,1
diseases,6896,1
bribes?,6897,1
cudgell,6898,1
brutish,6899,1
vpon.,6900,1
illume,6901,1
flowers,6902,1
"laughter,",6903,1
presented,6904,1
"treasure,",6905,1
"foe,",6906,1
"faults,",6907,1
changeling,6908,1
somthing,6909,1
"below,",6910,1
"paine,",6911,1
enterprizes,6912,1
y'haue,6913,1
"tree,",6914,1
carpenter,6915,1
tongues,6916,1
doo't,6917,1
flie,6918,1
mischiefe,6919,1
"story,",6920,1
"young,",6921,1
befriend,6922,1
filme,6923,1
lowd;,6924,1
challice,6925,1
"coffin,",6926,1
"bloody,",6927,1
profession,6928,1
slumber:,6929,1
rudenesse,6930,1
necke.,6931,1
gaged,6932,1
shores?,6933,1
nony:,6934,1
stampt,6935,1
senslesse,6936,1
palter?,6937,1
supply,6938,1
repulsed.,6939,1
speak:,6940,1
surrender,6941,1
"companion,",6942,1
liquor,6943,1
beautied,6944,1
publius?,6945,1
rime?,6946,1
wag'd,6947,1
salutation,6948,1
"fires,",6949,1
tend,6950,1
withall:,6951,1
massie,6952,1
"lome,",6953,1
worm,6954,1
ambass.,6955,1
slightly,6956,1
"please,",6957,1
late:,6958,1
"captaine,",6959,1
"character,",6960,1
ist;,6961,1
folly,6962,1
sell,6963,1
"line,",6964,1
paris;,6965,1
"ground,",6966,1
cumber,6967,1
bugges,6968,1
weedy,6969,1
vnpolluted,6970,1
times.,6971,1
corrupted,6972,1
potion:,6973,1
ceremonies,6974,1
puh,6975,1
amb.,6976,1
apparrell,6977,1
predictions,6978,1
"welcome,",6979,1
watchmen,6980,1
nerue:,6981,1
drugges,6982,1
hardly,6983,1
ho:,6984,1
russet,6985,1
varrus,6986,1
beame.,6987,1
sworn't,6988,1
ascended:,6989,1
pursie,6990,1
"satisfaction,",6991,1
afterwards,6992,1
buzzing,6993,1
host,6994,1
promontory;,6995,1
norwey,6996,1
soundlesse,6997,1
windowes?,6998,1
"contumely,",6999,1
hidden,7000,1
troubled,7001,1
"elbowes,",7002,1
sawce,7003,1
ambition:,7004,1
fretted,7005,1
sauing,7006,1
presence;,7007,1
glassie,7008,1
stayes,7009,1
fiends,7010,1
world?,7011,1
"philippi,",7012,1
glow,7013,1
conuerted),7014,1
allow'd,7015,1
"shelfe,",7016,1
"geulles,",7017,1
blasted,7018,1
entire,7019,1
forgets,7020,1
"eats,",7021,1
ordinate;,7022,1
"after,",7023,1
"roares,",7024,1
reeke,7025,1
"list,",7026,1
heart.,7027,1
forgetfull,7028,1
please.,7029,1
east:,7030,1
thewes,7031,1
squeezing,7032,1
beats,7033,1
"treason,",7034,1
"foyles,",7035,1
receiued,7036,1
dreadfully,7037,1
tumbled,7038,1
maruell,7039,1
core.,7040,1
magots.,7041,1
beleeue.,7042,1
mark'd,7043,1
gramercy,7044,1
"impression,",7045,1
window;,7046,1
throate,7047,1
"treacherie,",7048,1
sconce,7049,1
imminent;,7050,1
calme,7051,1
flourish'd,7052,1
debate,7053,1
hardy,7054,1
heauens?,7055,1
hibla,7056,1
cape,7057,1
march?,7058,1
"stubborne,",7059,1
north-west:,7060,1
eleuen,7061,1
seduc'd?,7062,1
length;,7063,1
knauery:,7064,1
truant,7065,1
boudge:,7066,1
"rosemary,",7067,1
relatiue,7068,1
speaks,7069,1
recreate,7070,1
"dry,",7071,1
faire?,7072,1
added,7073,1
instrument.,7074,1
obsequious,7075,1
whale?,7076,1
blurres,7077,1
primall,7078,1
"enurn'd,",7079,1
"thumbe,",7080,1
perswasion,7081,1
sheets:,7082,1
forgiuenesse,7083,1
yours?,7084,1
obseruance:,7085,1
exclaim,7086,1
true.,7087,1
(whereto,7088,1
quarrell,7089,1
ore-wrought,7090,1
chowgh;,7091,1
dine,7092,1
reades.,7093,1
"drift,",7094,1
thicke:,7095,1
butchers,7096,1
hearers,7097,1
tanner,7098,1
tongue;,7099,1
selleredge,7100,1
encorps't,7101,1
guards.,7102,1
disperate,7103,1
quickly,7104,1
spirit.,7105,1
1.sold.,7106,1
history:,7107,1
fortune?,7108,1
forcing,7109,1
saluation?,7110,1
"wormwood,",7111,1
"thrice,",7112,1
christian.,7113,1
cloathes,7114,1
alacke,7115,1
"purgers,",7116,1
abridg'd,7117,1
straite,7118,1
denmarke;,7119,1
graze,7120,1
popillius?,7121,1
thanks,7122,1
cæsar,7123,1
staine,7124,1
things:,7125,1
threw,7126,1
fool:,7127,1
"condolement,",7128,1
sokes,7129,1
wearie,7130,1
follow'd?,7131,1
shut,7132,1
legacies,7133,1
pastime?,7134,1
arme;,7135,1
la?,7136,1
charme,7137,1
finger.,7138,1
boord,7139,1
"voice,",7140,1
"iigge,",7141,1
"school-boy,",7142,1
norwey?,7143,1
craues,7144,1
president,7145,1
"sounds,",7146,1
'em:,7147,1
toe,7148,1
fallies,7149,1
table:,7150,1
obligation,7151,1
graces,7152,1
"worthy,",7153,1
flaxen,7154,1
vanish,7155,1
vpspring,7156,1
tread,7157,1
"pat,",7158,1
refuse.,7159,1
vaunting,7160,1
"sell,",7161,1
smart,7162,1
shift,7163,1
broken,7164,1
lordship?,7165,1
allegeance:,7166,1
"screen'd,",7167,1
acquire,7168,1
rob,7169,1
yours.,7170,1
glaz'd,7171,1
"sement,",7172,1
recouery,7173,1
dogge,7174,1
might:,7175,1
"lists,",7176,1
hoodman-blinde?,7177,1
waxe,7178,1
"iudgements,",7179,1
"causes,",7180,1
fancie;,7181,1
vnmixt,7182,1
intent,7183,1
saluation,7184,1
mugger,7185,1
familiar;,7186,1
appointment,7187,1
condemn'd,7188,1
"tatters,",7189,1
punish,7190,1
foiles?,7191,1
likenesse.,7192,1
bawdy,7193,1
nephew,7194,1
kinne,7195,1
encounter:,7196,1
"galls,",7197,1
hercules.,7198,1
sheepe:,7199,1
acte:,7200,1
"moued,",7201,1
lepidus.,7202,1
vnprofitable,7203,1
forbeare,7204,1
"doth,",7205,1
dignity.,7206,1
"preparations,",7207,1
i'thsunne:,7208,1
ladiship,7209,1
hang'd,7210,1
ore-watch'd.,7211,1
"augurers,",7212,1
powers;,7213,1
affection;,7214,1
patches.,7215,1
translate;,7216,1
thorough,7217,1
robin,7218,1
entertaine,7219,1
mo,7220,1
competent,7221,1
"sinnewes,",7222,1
exact,7223,1
said;,7224,1
closset:,7225,1
battery?,7226,1
"sprindge,",7227,1
scanter,7228,1
manners),7229,1
"spoken,",7230,1
"channell,",7231,1
rat?,7232,1
aeneas,7233,1
"blest,",7234,1
therfore,7235,1
ditchers,7236,1
assaile,7237,1
death),7238,1
raines,7239,1
feeles,7240,1
horrors:,7241,1
accent,7242,1
ouerthrow:,7243,1
rests?,7244,1
messengers,7245,1
moity,7246,1
philosophie,7247,1
extinct,7248,1
"spoiles,",7249,1
smelt,7250,1
yoaked,7251,1
"cimber,",7252,1
"fierie,",7253,1
scholler;,7254,1
skyish,7255,1
permanent;,7256,1
foyle,7257,1
faithfull.,7258,1
images,7259,1
be-ratled,7260,1
shrill-sounding,7261,1
chance-,7262,1
bloudy:,7263,1
vouchers,7264,1
reform'd,7265,1
meeke,7266,1
slender,7267,1
suppliance,7268,1
seated,7269,1
"ingag'd,",7270,1
shrewdly:,7271,1
homage,7272,1
"anger,",7273,1
sickely,7274,1
sledded,7275,1
slept.,7276,1
boorded,7277,1
cracke,7278,1
"vnsinnowed,",7279,1
prethee,7280,1
pursuest,7281,1
essentially,7282,1
command?,7283,1
wept:,7284,1
voice,7285,1
vanishest.,7286,1
protestation,7287,1
gray-beards,7288,1
welcome;,7289,1
admirable?,7290,1
"forgot,",7291,1
vnaccustom'd,7292,1
fee;,7293,1
peale,7294,1
retrograde,7295,1
elsenour?,7296,1
"apart,",7297,1
hilles,7298,1
vnto.,7299,1
"gleane,",7300,1
indite,7301,1
dungeons;,7302,1
eternity,7303,1
acts,7304,1
losse,7305,1
minute?,7306,1
"vision,",7307,1
amen.,7308,1
shew:,7309,1
conceited:,7310,1
compact,7311,1
inheritance,7312,1
"serues,",7313,1
passeth,7314,1
bloodily,7315,1
vnpreuayling,7316,1
inflame,7317,1
(you,7318,1
charme:,7319,1
betray'd,7320,1
cal'd?,7321,1
equiuocation,7322,1
marble,7323,1
waterflie?,7324,1
"reflection,",7325,1
"feature,",7326,1
tyrannically,7327,1
tokens:,7328,1
aside;,7329,1
layest,7330,1
right:,7331,1
"widdow,",7332,1
"shake,",7333,1
batchellor,7334,1
oath.,7335,1
ordinance,7336,1
coppied,7337,1
sweetly,7338,1
tast,7339,1
"obseruers,",7340,1
suffered,7341,1
foyles:,7342,1
reflection;,7343,1
voyage,7344,1
large,7345,1
street?,7346,1
fasten,7347,1
apale,7348,1
wreath,7349,1
out.,7350,1
profound,7351,1
dole,7352,1
"yong-man,",7353,1
sweete,7354,1
cuplet,7355,1
rais'd,7356,1
loggets,7357,1
encrease,7358,1
pendant,7359,1
thornes,7360,1
"lightens,",7361,1
offence:,7362,1
offices:,7363,1
threats:,7364,1
"aside,",7365,1
"boldly,",7366,1
whizzing,7367,1
shoone,7368,1
vndone:,7369,1
blasting,7370,1
"triumphes,",7371,1
dogges.,7372,1
sterner,7373,1
quartus.,7374,1
keepe:,7375,1
exeunt,7376,1
papers,7377,1
capitol:,7378,1
"spheres,",7379,1
arming,7380,1
tels,7381,1
prouide:,7382,1
master?,7383,1
inclin'd.,7384,1
"knaue,",7385,1
"she,",7386,1
pastoricall-comicall-historicall-pastorall:,7387,1
liued;,7388,1
moreouer,7389,1
speak;,7390,1
"swallowed,",7391,1
vnknowne),7392,1
conueniently.,7393,1
batten,7394,1
"value,",7395,1
fey,7396,1
musicke?,7397,1
"alexander,",7398,1
secrecie,7399,1
brutus),7400,1
tennis;,7401,1
basis,7402,1
"a-sleepe,",7403,1
ratified,7404,1
purchase,7405,1
"vnbaited,",7406,1
free?,7407,1
simples,7408,1
"slay,",7409,1
props,7410,1
gau't,7411,1
seemes:,7412,1
benefit:,7413,1
ill:,7414,1
"lowd,",7415,1
old;,7416,1
hush,7417,1
"hearing,",7418,1
sides:,7419,1
